ticker,name,weight,sector,location,lon,lat
AROC,Archrock Inc,0.00367,Energy,Archrock corporate headquarters,-95.53671159999999,29.7833198
HL,Hecla Mining Co,0.00366,Basic Materials,Hecla Minincorporate headquarters,-115.7891873,47.4711136
AIMT,Aimmune Therapeutics Inc,0.00364,Healthcare,Aimmune Therapeutics corporate headquarters,-122.3849095,37.6743562
BOLD,Audentes Therapeutics Inc,0.00362,Healthcare,Audentes Therapeutics corporate headquarters,-122.3910655,37.6599333
MODN,Model N Inc,0.00362,Technology,Model N corporate headquarters,-70.2609336,43.6565996
HLX,Helix Energy Solutions Group Inc,0.0036,Energy,Helix Energy Solutions Group corporate headquarters,-95.5646891,29.8249205
AXL,American Axle & Mfg Holdings Inc,0.00358,Consumer Cyclical,American Axle & Mfg Holdings corporate headquarters,-83.064007899999993,42.38876519999999
ENTA,Enanta Pharmaceuticals Inc,0.00358,Healthcare,Enanta Pharmaceuticals corporate headquarters,-71.1604022,42.3638548
TFSL,TFS Financial Corp,0.00358,Financial Services,TFS Financial corporate headquarters,-96.842277,33.0821915
OEC,Orion Engineered Carbons SA,0.00357,Basic Materials,Orion Engineered Carbons SA corporate headquarters,-95.1732408,30.03197219999999
NHC,National Healthcare Corp,0.00357,Healthcare,National Healthcare corporate headquarters,-86.391251,35.844602
CORE,Core-Mark Holding Co Inc,0.00357,Consumer Defensive,Core-Mark Holdincorporate headquarters,-122.382752,37.667174
TRTX,TPG RE Finance Trust Inc,0.00357,Real Estate,TPG RE Finance Trust corporate headquarters,NA,NA
CLNC,Colony Credit Real Estate Inc Class A,0.00356,Real Estate,Colony Credit Real Estate corporate headquarters,-96.8199434,32.9347348
EDIT,Editas Medicine Inc,0.00355,Healthcare,Editas Medicine corporate headquarters,-71.078265,42.3681692
ALTR,Altair Engineering Inc Class A,0.00355,Technology,Altair Engineering corporate headquarters,-83.11162499999999,42.562452
WIRE,Encore Wire Corp,0.00354,Industrials,Encore Wire corporate headquarters,NA,NA
VREX,Varex Imaging Corp,0.00354,Healthcare,Varex Imaging corporate headquarters,-111.960074,40.7335852
MTRN,Materion Corp,0.00351,Basic Materials,Materion corporate headquarters,-81.4569423,41.5079262
GPMT,Granite Point Mortgage Trust Inc,0.0035,Real Estate,Granite Point Mortgage Trust corporate headquarters,NA,NA
FOE,Ferro Corp,0.00349,Basic Materials,Ferro corporate headquarters,-81.4573657,41.5064988
TENB,Tenable Holdings Inc,0.00349,Technology,Tenable Holdings corporate headquarters,-76.8014901,39.1744383
GTY,Getty Realty Corp,0.00348,Real Estate,Getty Realty corporate headquarters,-73.54950699999999,40.7851095
PLOW,Douglas Dynamics Inc,0.00347,Consumer Cyclical,Douglas Dynamics corporate headquarters,-88.0027119,43.1587008
PATK,Patrick Industries Inc,0.00347,Industrials,Patrick Industries corporate headquarters,-85.9722395,41.6839303
GOLF,Acushnet Holdings Corp,0.00345,Consumer Cyclical,Acushnet Holdings corporate headquarters,-70.9561926,41.7249894
SUPN,Supernus Pharmaceuticals Inc,0.00344,Healthcare,Supernus Pharmaceuticals corporate headquarters,-77.1323381,39.0950517
ALLO,Allogene Therapeutics Inc,0.00344,Healthcare,Allogene Therapeutics corporate headquarters,-122.3992523,37.6537481
UCTT,Ultra Clean Holdings Inc,0.00343,Technology,Ultra Clean Holdings corporate headquarters,-122.111303,37.627248
AMSF,AMERISAFE Inc,0.00342,Financial Services,AMERISAFE corporate headquarters,-93.3208756,30.8451163
HEES,H&E Equipment Services Inc,0.00341,Industrials,H&E Equipment Services corporate headquarters,-95.826318,37.1824553
SSYS,Stratasys Ltd,0.00341,Technology,Stratasys corporate headquarters,-93.46326189999999,44.8649717
ATRC,AtriCure Inc,0.0034,Healthcare,AtriCure corporate headquarters,-93.45492100000001,44.977781
FDP,Fresh Del Monte Produce Inc,0.00339,Consumer Defensive,Fresh Del Monte Produce corporate headquarters,-80.259872,25.7464869
CCF,Chase Corp,0.00338,Basic Materials,Chase corporate headquarters,-95.5378611,29.7871735
PJC,Piper Jaffray Cos,0.00338,Financial Services,Piper Jaffray Cos corporate headquarters,-93.27366699999999,44.975821
LKFN,Lakeland Financial Corp,0.00338,Financial Services,Lakeland Financial corporate headquarters,-81.92519949999999,28.0112735
KPTI,Karyopharm Therapeutics Inc,0.00338,Healthcare,Karyopharm Therapeutics corporate headquarters,-71.19989799999999,42.2921334
CHCO,City Holding Co,0.00337,Financial Services,City Holdincorporate headquarters,-81.7930949,38.415868
KFRC,Kforce Inc,0.00337,Industrials,Kforce corporate headquarters,-82.44947119999999,27.9616882
CASH,Meta Financial Group Inc,0.00337,Financial Services,Meta Financial Group corporate headquarters,-105.0842413,39.739809
PARR,Par Pacific Holdings Inc,0.00336,Energy,Par Pacific Holdings corporate headquarters,-95.55948409999999,29.7817237
NNI,Nelnet Inc Class A,0.00335,Financial Services,Nelnet corporate headquarters,-96.6908514,40.8099346
TCBK,TriCo Bancshares,0.00335,Financial Services,TriCo Bancshares corporate headquarters,-121.8760896,39.772293
ENDP,Endo International PLC,0.00334,Healthcare,Endo International corporate headquarters,-75.52928910000001,40.0711188
BCOR,Blucora Inc,0.00334,Financial Services,Blucora corporate headquarters,-122.1941954,47.61777530000001
BYND,Beyond Meat Inc,0.00331,Consumer Defensive,Beyond Meat corporate headquarters,-118.4149374,33.9169885
BANF,BancFirst Corp,0.00331,Financial Services,BancFirst corporate headquarters,-97.514764,35.467941
CSWI,CSW Industrials Inc,0.00331,Industrials,CSW Industrials corporate headquarters,-96.817526,32.92317440000001
MATW,Matthews International Corp Class A,0.0033,Industrials,Matthews International corporate headquarters,-80.002528,40.44757190000001
BGS,B&G Foods Inc,0.00329,Consumer Defensive,B&G Foods corporate headquarters,-95.6292615,37.0455042
EVOP,EVO Payments Inc,0.00329,Technology,EVO Payments corporate headquarters,-70.260543,43.6582972
FBC,Flagstar Bancorp Inc,0.00328,Financial Services,Flagstar Bancorp corporate headquarters,-83.1762488,42.5936777
NTUS,Natus Medical Inc,0.00328,Healthcare,Natus Medical corporate headquarters,-121.8994391,37.6596925
SM,SM Energy Co,0.00326,Energy,SM Energcorporate headquarters,-101.580954,32.3227786
GO,Grocery Outlet Holding Corp,0.00326,Consumer Defensive,Grocery Outlet Holding corporate headquarters,-122.287736,37.837652
TRUP,Trupanion Inc,0.00325,Financial Services,Trupanion corporate headquarters,-122.3285645,47.5470668
BOOT,Boot Barn Holdings Inc,0.00325,Consumer Cyclical,Boot Barn Holdings corporate headquarters,-117.738239,33.6594854
GCI,Gannett Co Inc,0.00325,Communication Services,Gannetcorporate headquarters,-112.0740856,33.4921758
ALG,Alamo Group Inc,0.00325,Industrials,Alamo Group corporate headquarters,-97.9367377,29.5719878
APOG,Apogee Enterprises Inc,0.00324,Industrials,Apogee Enterprises corporate headquarters,-93.33606739999999,44.8593094
CMTL,Comtech Telecommunications Corp,0.00324,Technology,Comtech Telecommunications corporate headquarters,-73.4392033,40.7821156
CPE,Callon Petroleum Co,0.00323,Energy,Callon Petroleucorporate headquarters,-102.0889222,32.03275530000001
SONO,Sonos Inc,0.00323,Technology,Sonos corporate headquarters,-71.0614925,42.3542111
MSGN,MSG Networks Inc Class A,0.00323,Communication Services,MSG Networks corporate headquarters,-73.9912959,40.749449
EFSC,Enterprise Financial Services Corp,0.00323,Financial Services,Enterprise Financial Services corporate headquarters,NA,NA
KAI,Kadant Inc,0.00322,Industrials,Kadant corporate headquarters,-71.4145039,42.5713401
LNN,Lindsay Corp,0.00321,Industrials,Lindsay corporate headquarters,-96.19970590000001,41.2590621
SMP,Standard Motor Products Inc,0.0032,Consumer Cyclical,Standard Motor Products corporate headquarters,-95.72337069999999,37.2371361
HCC,Warrior Met Coal Inc,0.00319,Basic Materials,Warrior Met Coal corporate headquarters,-87.3091209,33.26153560000001
PJT,PJT Partners Inc A,0.00319,Financial Services,PJT Partners corporate headquarters,-73.974898,40.7563389
FWONA,Liberty Formula One Group A,0.00319,Communication Services,Liberty Formula One Group corporate headquarters,NA,NA
UVE,Universal Insurance Holdings Inc,0.00319,Financial Services,Universal Insurance Holdings corporate headquarters,-80.1587491,26.1863201
XPER,Xperi Corp,0.00318,Technology,Xperi corporate headquarters,-83.1111056,42.5557022
AHH,Armada Hoffler Properties Inc,0.00318,Real Estate,Armada Hoffler Properties corporate headquarters,-76.133421,36.842533
CRY,Cryolife Inc,0.00317,Healthcare,Cryolife corporate headquarters,-84.594758,34.002949
CMCO,Columbus McKinnon Corp,0.00316,Industrials,Columbus McKinnon corporate headquarters,-80.7783079,40.79035
HFWA,Heritage Financial Corp,0.00316,Financial Services,Heritage Financial corporate headquarters,-95.31470240000002,32.2996034
CHEF,The Chefs' Warehouse Inc,0.00315,Consumer Defensive,The Chefs' Warehouse corporate headquarters,-73.493163,41.281924
AMBC,Ambac Financial Group Inc,0.00315,Financial Services,Ambac Financial Group corporate headquarters,-74.01331689999999,40.7027776
SP,SP Plus Corp,0.00315,Industrials,SP Plus corporate headquarters,-87.6215237,41.8852804
ARQL,Arqule Inc,0.00315,Healthcare,Arqule corporate headquarters,-71.1891048,42.4866466
I,Intelsat SA,0.00313,Communication Services,Intelsat SA corporate headquarters,NA,NA
TCMD,Tactile Systems Technology Inc,0.00313,Healthcare,Tactile Systems Technology corporate headquarters,-93.32670619999999,44.9687794
EBSB,Meridian Bancorp Inc,0.00313,Financial Services,Meridian Bancorp corporate headquarters,-93.2960694,44.8630474
GES,Guess? Inc,0.00313,Consumer Cyclical,Guess? corporate headquarters,-118.2386508,34.0240012
SRCI,SRC Energy Inc,0.00312,Energy,SRC Energy corporate headquarters,-104.9877694,39.7421713
GEF,Greif Inc Class A,0.00312,Consumer Cyclical,Greif corporate headquarters,-83.05017199999999,40.22472399999999
USNA,Usana Health Sciences Inc,0.00312,Consumer Defensive,Usana Health Sciences corporate headquarters,-111.9812239,40.7122125
CNOB,ConnectOne Bancorp Inc,0.00312,Financial Services,ConnectOne Bancorp corporate headquarters,-73.9529568,40.8725057
IIPR,Innovative Industrial Properties Inc Registered Shs,0.00312,Real Estate,Innovative Industrial Properties Registered Shs corporate headquarters,-117.0827778,33.0223185
DDS,Dillard's Inc Class A,0.00311,Consumer Cyclical,Dillard's corporate headquarters,-92.2877741,34.754637
JRVR,James River Group Holdings Ltd,0.00311,Financial Services,James River Group Holdings corporate headquarters,-77.51967909999999,37.6008779
GOSS,Gossamer Bio Inc,0.00311,Healthcare,Gossamer Bio corporate headquarters,-117.240021,32.901097
CHCT,Community Healthcare Trust Inc,0.00311,Real Estate,Community Healthcare Trust corporate headquarters,-86.8264863,35.9429728
ACCO,ACCO Brands Corp,0.0031,Industrials,ACCO Brands corporate headquarters,-88.0360721,42.2040414
CAL,Caleres Inc,0.0031,Consumer Cyclical,Caleres corporate headquarters,-90.346826,38.65250899999999
SEB,Seaboard Corp,0.0031,Industrials,Seaboard corporate headquarters,-93.5782837,42.0199976
ACHN,Achillion Pharmaceuticals Inc,0.0031,Healthcare,Achillion Pharmaceuticals corporate headquarters,-72.93147669999999,41.3051633
BPFH,Boston Private Financial Holdings Inc,0.00307,Financial Services,Boston Private Financial Holdings corporate headquarters,-71.0557248,42.3573755
HTLD,Heartland Express Inc,0.00307,Industrials,Heartland Express corporate headquarters,-91.6402202,41.7578331
AZZ,AZZ Inc,0.00306,Industrials,AZZ corporate headquarters,-97.3623552,32.751472
SCHL,Scholastic Corp,0.00306,Communication Services,Scholastic corporate headquarters,-92.8804134,45.0049104
UFCS,United Fire Group Inc,0.00306,Financial Services,United Fire Group corporate headquarters,-90.1498386,30.0021125
GFF,Griffon Corp,0.00305,Industrials,Griffon corporate headquarters,-118.3998403,33.9192419
GMS,GMS Inc,0.00305,Industrials,GMS corporate headquarters,-84.2469921,33.8379573
STC,Stewart Information Services Corp,0.00304,Financial Services,Stewart Information Services corporate headquarters,-95.4635619,29.7452732
LNTH,Lantheus Holdings Inc,0.00303,Healthcare,Lantheus Holdings corporate headquarters,-71.30697460000002,42.5504912
WNC,Wabash National Corp,0.00302,Industrials,Wabash National corporate headquarters,-86.8581051,40.4056398
VCEL,Vericel Corp,0.00302,Healthcare,Vericel corporate headquarters,-71.1013229,42.3609129
MLAB,Mesa Laboratories Inc,0.00302,Technology,Mesa Laboratories corporate headquarters,-105.1345679,39.724395
NBHC,National Bank Holdings Corp Class A,0.00301,Financial Services,National Bank Holdings corporate headquarters,-104.8983252,39.6088042
SWCH,Switch Inc Class A,0.00301,Technology,Switch corporate headquarters,-115.2117926,36.0599313
ARR,ARMOUR Residential REIT Inc,0.00301,Real Estate,ARMOUR Residential REIT corporate headquarters,-80.3559683,27.6501975
RDNT,RadNet Inc,0.00299,Healthcare,RadNet corporate headquarters,-118.4476918,34.0492542
ATRI,Atrion Corp,0.00299,Healthcare,Atrion corporate headquarters,-71.45486890000001,41.7246215
TVTY,Tivity Health Inc,0.00298,Healthcare,Tivity Health corporate headquarters,-86.807903,35.945204
PLUG,Plug Power Inc,0.00298,Industrials,Plug Power corporate headquarters,-73.8171744,42.7646541
SAH,Sonic Automotive Inc Class A,0.00297,Consumer Cyclical,Sonic Automotive corporate headquarters,-80.79698479999999,35.1767046
SFIX,Stitch Fix Inc Class A,0.00297,Consumer Cyclical,Stitch Fix corporate headquarters,-122.4033684,37.7893049
PRIM,Primoris Services Corp,0.00295,Industrials,Primoris Services corporate headquarters,-96.80633619999999,32.7885175
ESPR,Esperion Therapeutics Inc,0.00295,Healthcare,Esperion Therapeutics corporate headquarters,-83.7548209,42.2316012
SYBT,Stock Yards Bancorp Inc,0.00295,Financial Services,Stock Yards Bancorp corporate headquarters,-84.5144227,39.0995313
CHK,Chesapeake Energy Corp,0.00293,Energy,Chesapeake Energy corporate headquarters,-97.5285261,35.5348019
WSC,WillScot Corp,0.00292,Industrials,WillScot corporate headquarters,-76.59450609999999,39.2805499
LGF.B,Lions Gate Entertainment Corp B,0.00292,Communication Services,Lions Gate Entertainment B corporate headquarters,-118.4697725,34.0314957
MBUU,Malibu Boats Inc Class A,0.00292,Consumer Cyclical,Malibu Boats corporate headquarters,-84.3290849,35.761724
GBX,Greenbrier Companies Inc,0.0029,Industrials,Greenbrier Companies corporate headquarters,-122.738859,45.42154050000001
DDD,3D Systems Corp,0.0029,Technology,3D Systems corporate headquarters,-80.9492784,34.9504965
ANIK,Anika Therapeutics Inc,0.0029,Healthcare,Anika Therapeutics corporate headquarters,-71.265655,42.480803
BJRI,BJ's Restaurants Inc,0.00289,Consumer Cyclical,BJ's Restaurants corporate headquarters,-117.9950726,33.7349464
FSP,Franklin Street Properties Corp,0.00288,Real Estate,Franklin Street Properties corporate headquarters,-82.52330119999999,27.955167200000002
MED,Medifast Inc,0.00288,Consumer Cyclical,Medifast corporate headquarters,-76.6015979,39.2825226
PLT,Plantronics Inc,0.00287,Technology,Plantronics corporate headquarters,-122.0364022,36.9866099
ACLS,Axcelis Technologies Inc,0.00287,Technology,Axcelis Technologies corporate headquarters,-70.905138,42.5757241
COOP,Mr. Cooper Group Inc,0.00287,Financial Services,Mr. Cooper Group corporate headquarters,-96.9886105,32.9282957
PSDO,Presidio Inc,0.00287,Technology,Presidio corporate headquarters,-73.9921394,40.7511838
INVA,Innoviva Inc,0.00285,Healthcare,Innoviva corporate headquarters,-122.3857107,37.6741357
BATRK,Liberty Braves Group,0.00285,Communication Services,Liberty Braves Group corporate headquarters,NA,NA
OIS,Oil States International Inc,0.00284,Energy,Oil States International corporate headquarters,-95.3718504,29.7573519
OAS,Oasis Petroleum Inc,0.00283,Energy,Oasis Petroleum corporate headquarters,-95.36392040000001,29.7558061
CARS,Cars.com Inc,0.00283,Consumer Cyclical,Cars.com corporate headquarters,-87.638737,41.87762
YETI,YETI Holdings Inc,0.00283,Consumer Cyclical,YETI Holdings corporate headquarters,-97.8721564,30.255987
SCSC,ScanSource Inc,0.00282,Technology,ScanSource corporate headquarters,-82.2468478,34.855322
TILE,Interface Inc,0.00282,Consumer Cyclical,Interface corporate headquarters,-84.38795809999999,33.78974760000001
NTGR,Netgear Inc,0.00281,Technology,Netgear corporate headquarters,-121.9253318,37.3946398
ADT,ADT Inc,0.0028,Industrials,ADT corporate headquarters,-80.1180325,26.395193
INSP,Inspire Medical Systems Inc,0.0028,Healthcare,Inspire Medical Systems corporate headquarters,-93.3502713,44.9713611
NFBK,Northfield Bancorp Inc,0.0028,Financial Services,Northfield Bancorp corporate headquarters,-74.30251849999999,40.5446929
HNGR,Hanger Inc,0.00279,Healthcare,Hanger corporate headquarters,-97.7271732,30.3955101
RRC,Range Resources Corp,0.00279,Energy,Range Resources corporate headquarters,-97.334729,32.755833
PBI,Pitney Bowes Inc,0.00279,Industrials,Pitney Bowes corporate headquarters,-73.5486067,41.0707504
MCS,Marcus Corp,0.00279,Communication Services,Marcus corporate headquarters,-87.9095638,43.0389407
EBIX,Ebix Inc,0.00279,Technology,Ebix corporate headquarters,-84.173859,34.065298
DRNA,Dicerna Pharmaceuticals Inc,0.00279,Healthcare,Dicerna Pharmaceuticals corporate headquarters,-71.1446764,42.3956803
CKH,SEACOR Holdings Inc,0.00279,Energy,SEACOR Holdings corporate headquarters,-80.1155381,26.0830109
FATE,Fate Therapeutics Inc,0.00278,Healthcare,Fate Therapeutics corporate headquarters,-117.2382916,32.8935722
CLDT,Chatham Lodging Trust,0.00277,Real Estate,Chatham Lodging Trust corporate headquarters,-80.051104,26.705616
CNST,Constellation Pharmaceuticals Inc,0.00277,Healthcare,Constellation Pharmaceuticals corporate headquarters,-71.0792901,42.3643051
THR,Thermon Group Holdings Inc,0.00276,Industrials,Thermon Group Holdings corporate headquarters,NA,NA
NRC,National Research Corp Class A,0.00276,Healthcare,National Research corporate headquarters,-75.6196518,45.4460375
TBI,TrueBlue Inc,0.00276,Industrials,TrueBlue corporate headquarters,-122.4368402,47.2539303
TBK,Triumph Bancorp Inc,0.00276,Financial Services,Triumph Bancorp corporate headquarters,-96.7756651,32.9216552
VNDA,Vanda Pharmaceuticals Inc,0.00274,Healthcare,Vanda Pharmaceuticals corporate headquarters,-77.0494514,38.9016571
MBI,MBIA Inc,0.00273,Financial Services,MBIA corporate headquarters,-73.7193424,41.024784
BAND,Bandwidth Inc Class A,0.00273,Technology,Bandwidth corporate headquarters,-78.6776088,35.7733656
AERI,Aerie Pharmaceuticals Inc,0.00272,Healthcare,Aerie Pharmaceuticals corporate headquarters,-78.84379779999999,35.8738183
ANDE,Andersons Inc,0.00272,Consumer Defensive,Andersons corporate headquarters,-83.6945515,41.5856871
SXI,Standex International Corp,0.00272,Industrials,Standex International corporate headquarters,-71.2446339,42.7732542
ASTE,Astec Industries Inc,0.00272,Industrials,Astec Industries corporate headquarters,-85.1904718,35.0387622
BIG,Big Lots Inc,0.00271,Consumer Defensive,Big Lots corporate headquarters,-82.8601041,40.0801653
ENVA,Enova International Inc,0.00269,Financial Services,Enova International corporate headquarters,-87.6333337,41.8778959
LASR,nLight Inc,0.00269,Technology,nLight corporate headquarters,-122.6140559,45.6883298
GOOD,Gladstone Commercial Corp,0.00269,Real Estate,Gladstone Commercial corporate headquarters,-73.9747113,40.7546377
MSEX,Middlesex Water Co,0.00268,Utilities,Middlesex Watecorporate headquarters,-74.3161904,40.5571432
EAF,GrafTech International Ltd,0.00268,Industrials,GrafTech International corporate headquarters,-78.5457374,41.430296
UBA,Urstadt Biddle Properties Inc Class A,0.00268,Real Estate,Urstadt Biddle Properties corporate headquarters,-73.6323743,41.02156979999999
LRN,K12 Inc,0.00268,Consumer Defensive,K12 corporate headquarters,-77.3967974,38.9512543
NXGN,NextGen Healthcare Inc,0.00268,Healthcare,NextGen Healthcare corporate headquarters,-90.41579650000001,38.6946609
LC,LendingClub Corp,0.00268,Financial Services,LendingClub corporate headquarters,-122.4008489,37.7891685
IRET,Investors Real Estate Trust,0.00266,Real Estate,Investors Real Estate Trust corporate headquarters,-101.3139598,48.2040209
CTS,CTS Corp,0.00265,Technology,CTS corporate headquarters,-84.1655248,34.0651954
COHU,Cohu Inc,0.00262,Technology,Cohu corporate headquarters,-117.1639055,32.88907820000001
QUOT,Quotient Technology Inc,0.00262,Communication Services,Quotient Technology corporate headquarters,-122.0503209,37.3976782
UPLD,Upland Software Inc,0.00261,Technology,Upland Software corporate headquarters,-97.742779,30.266399
KOP,Koppers Holdings Inc,0.00261,Basic Materials,Koppers Holdings corporate headquarters,-79.99545669999999,40.4420951
GABC,German American Bancorp,0.00261,Financial Services,German American Bancorp corporate headquarters,-86.93098900000001,38.392745
SIG,Signet Jewelers Ltd,0.0026,Consumer Cyclical,Signet Jewelers corporate headquarters,-81.6128719,41.139516
ADUS,Addus HomeCare Corp,0.0026,Healthcare,Addus HomeCare corporate headquarters,-96.82538559999999,33.1010395
SPPI,Spectrum Pharmaceuticals Inc,0.00259,Healthcare,Spectrum Pharmaceuticals corporate headquarters,-71.915688,45.419599
CDNA,CareDx Inc,0.00259,Healthcare,CareDx corporate headquarters,-122.4058378,37.6937831
TTGT,TechTarget Inc,0.00258,Communication Services,TechTarget corporate headquarters,-122.402348,37.7916776
PGTI,PGT Innovations Inc,0.00257,Industrials,PGT Innovations corporate headquarters,-82.4079766,27.142564
ATRO,Astronics Corp,0.00257,Industrials,Astronics corporate headquarters,-122.1534794,47.7012096
QEP,QEP Resources Inc,0.00256,Energy,QEP Resources corporate headquarters,-104.9946487,39.7479983
CLBK,Columbia Financial Inc,0.00256,Financial Services,Columbia Financial corporate headquarters,-76.8714346,39.1787222
ANAT,American National Insurance Co,0.00255,Financial Services,American National Insuranccorporate headquarters,-97.36123579999999,32.6498322
DXPE,DXP Enterprises Inc,0.00255,Industrials,DXP Enterprises corporate headquarters,-95.50703399999999,29.8453198
TIVO,TiVo Corp,0.00255,Technology,TiVo corporate headquarters,-121.9711341,37.4194498
KELYA,Kelly Services Inc Class A,0.00255,Industrials,Kelly Services corporate headquarters,-83.1664912,42.5607669
CISN,Cision Ltd,0.00254,Technology,Cision corporate headquarters,-87.62312010000001,41.884921
AEGN,Aegion Corp Class A,0.00253,Industrials,Aegion corporate headquarters,-90.63330100000002,38.664836
NXRT,NexPoint Residential Trust Inc,0.00253,Real Estate,NexPoint Residential Trust corporate headquarters,NA,NA
ORIT,Oritani Financial Corp,0.00253,Financial Services,Oritani Financial corporate headquarters,-74.0639977,40.9883592
ATRA,Atara Biotherapeutics Inc,0.00252,Healthcare,Atara Biotherapeutics corporate headquarters,-122.4000845,37.6586599
AGM,Federal Agricultural Mortgage Corp Class C,0.00252,Financial Services,Federal Agricultural Mortgage corporate headquarters,-77.04454489999999,38.903085
DT,Dynatrace Inc,0.00252,Technology,Dynatrace corporate headquarters,-71.258786,42.41786
SWI,SolarWinds Corp Ordinary Shares,0.00252,Technology,SolarWinds Ordinary Shares corporate headquarters,NA,NA
GCO,Genesco Inc,0.00251,Consumer Cyclical,Genesco corporate headquarters,-86.6923297,36.1131751
DHT,DHT Holdings Inc,0.00249,Energy,DHT Holdings corporate headquarters,NA,NA
FARO,Faro Technologies Inc,0.00249,Technology,Faro Technologies corporate headquarters,-81.3593487,28.7372737
TTEC,TTEC Holdings Inc,0.00249,Technology,TTEC Holdings corporate headquarters,-104.8420206,39.5488998
VRTS,Virtus Investment Partners Inc,0.00248,Financial Services,Virtus Investment Partners corporate headquarters,-72.6749773,41.7664317
MIK,The Michaels Companies Inc,0.00248,Consumer Cyclical,The Michaels Companies corporate headquarters,-96.9613031,32.9095466
UTL,Unitil Corp,0.00248,Utilities,Unitil corporate headquarters,-70.864048,42.94930799999999
GTHX,G1 Therapeutics Inc,0.00248,Healthcare,G1 Therapeutics corporate headquarters,-78.8717035,35.89790180000001
LILA,Liberty Latin America Ltd,0.00248,Communication Services,Liberty Latin America corporate headquarters,-105.0024784,39.752575
OFIX,Orthofix Medical Inc,0.00247,Healthcare,Orthofix Medical corporate headquarters,-96.8719157,33.0693756
UEIC,Universal Electronics Inc,0.00247,Technology,Universal Electronics corporate headquarters,-111.9240234,33.6237681
RILY,B. Riley Financial Inc,0.00246,Financial Services,B. Riley Financial corporate headquarters,-118.44433,34.0464501
CNXN,PC Connection Inc,0.00246,Technology,PC Connection corporate headquarters,-88.04906179999999,42.04417249999999
BMRC,Bank of Marin Bancorp,0.00246,Financial Services,Bank of Marin Bancorp corporate headquarters,-122.5426657,38.0735192
TCDA,Tricida Inc,0.00246,Healthcare,Tricida corporate headquarters,-122.3901162,37.6689061
AKS,AK Steel Holding Corp,0.00245,Basic Materials,AK Steel Holding corporate headquarters,-84.42812479999999,39.327244
EVRI,Everi Holdings Inc,0.00245,Consumer Cyclical,Everi Holdings corporate headquarters,-115.2514375,36.0566974
ABTX,Allegiance Bancshares Inc,0.00245,Financial Services,Allegiance Bancshares corporate headquarters,-95.5511997,29.9003956
QCRH,QCR Holdings Inc,0.00245,Financial Services,QCR Holdings corporate headquarters,-90.5685211,41.566788
WETF,WisdomTree Investments Inc,0.00244,Financial Services,WisdomTree Investments corporate headquarters,-73.9746589,40.7546045
SRI,Stoneridge Inc,0.00243,Consumer Cyclical,Stoneridge corporate headquarters,-83.4412139,42.5182015
SRCE,1st Source Corp,0.00243,Financial Services,1st Source corporate headquarters,-86.2497155,41.6767525
CPF,Central Pacific Financial Corp,0.00243,Financial Services,Central Pacific Financial corporate headquarters,NA,NA
DCPH,Deciphera Pharmaceuticals Inc,0.00243,Healthcare,Deciphera Pharmaceuticals corporate headquarters,-71.2543822,42.418607
BTU,Peabody Energy Corp,0.00242,Energy,Peabody Energy corporate headquarters,-90.1925651,38.626689
MRTN,Marten Transport Ltd,0.00241,Industrials,Marten Transport corporate headquarters,-91.65608,44.568339
CDXS,Codexis Inc,0.00241,Healthcare,Codexis corporate headquarters,-122.2168244,37.5005188
SSTK,Shutterstock Inc,0.0024,Communication Services,Shutterstock corporate headquarters,-73.9857629,40.7485411
ZIOP,ZIOPHARM Oncology Inc,0.0024,Healthcare,ZIOPHARM Oncology corporate headquarters,-71.0544886,42.3752524
NEX,NexTier Oilfield Solutions Inc,0.00239,Energy,NexTier Oilfield Solutions corporate headquarters,-95.5607885,29.7195378
INSW,International Seaways Inc,0.00239,Energy,International Seaways corporate headquarters,-73.9759128,40.7493063
WPG,Washington Prime Group Inc,0.00239,Real Estate,Washington Prime Group corporate headquarters,-82.9958583,39.9632226
VIRT,Virtu Financial Inc A,0.00239,Financial Services,Virtu Financial corporate headquarters,-97.81109389999999,30.2590574
CASS,Cass Information Systems Inc,0.00238,Industrials,Cass Information Systems corporate headquarters,-90.4499463,38.60657
MMI,Marcus & Millichap Inc,0.00238,Real Estate,Marcus & Millichap corporate headquarters,-90.4529355,38.6034261
ALX,Alexander's Inc,0.00237,Real Estate,Alexander's corporate headquarters,-71.4476541,41.7562254
KOD,Kodiak Sciences Inc,0.00237,Healthcare,Kodiak Sciences corporate headquarters,-122.148202,37.4184474
TGTX,TG Therapeutics Inc,0.00236,Healthcare,TG Therapeutics corporate headquarters,-73.9822441,40.7668837
SSP,The E W Scripps Co Class A,0.00235,Communication Services,The E W Scrippcorporate headquarters,-84.510348,39.0991018
NSTG,NanoString Technologies Inc,0.00235,Healthcare,NanoString Technologies corporate headquarters,-122.3339015,47.6239314
HLIT,Harmonic Inc,0.00235,Technology,Harmonic corporate headquarters,-121.960999,37.421239
HBNC,Horizon Bancorp (IN),0.00235,Financial Services,Horizon Bancorp (IN) corporate headquarters,-86.9021154,41.7168257
LMNX,Luminex Corp,0.00235,Healthcare,Luminex corporate headquarters,-87.8782294,42.1465399
STAR,iStar Inc,0.00234,Real Estate,iStar corporate headquarters,-73.98277449999999,40.75471719999999
RUTH,Ruth's Hospitality Group Inc,0.00234,Consumer Cyclical,Ruth's Hospitality Group corporate headquarters,-81.3634264,28.5994989
